network,node number,x,y,z,name,description
EmoSF,10,14,-33,-7,Emotional scene and face processing,"FMRI studies on emotional processing often make use of visual, emotional face or scene stimuli (Sabatinelli et al., 2011). A meta-analysis on brain regions involved in the visual perception of emotional faces or scenes revealed consistent activation in the medial prefrontal cortex, bilateral inferior, middle and superior frontal gyrus, amygdala, parahippocampal gyrus, fusiform gyrus, medial prefrontal gyrus, orbitofrontal gyrus, lateral occipital cortex, thalamus, pulvinar, right middle temporal gyrus and right anterior cingulate cortex (Sabatinelli et al., 2011)."
EmoSF,11,53,-50,4,Emotional scene and face processing,"FMRI studies on emotional processing often make use of visual, emotional face or scene stimuli (Sabatinelli et al., 2011). A meta-analysis on brain regions involved in the visual perception of emotional faces or scenes revealed consistent activation in the medial prefrontal cortex, bilateral inferior, middle and superior frontal gyrus, amygdala, parahippocampal gyrus, fusiform gyrus, medial prefrontal gyrus, orbitofrontal gyrus, lateral occipital cortex, thalamus, pulvinar, right middle temporal gyrus and right anterior cingulate cortex (Sabatinelli et al., 2011)."
EmoSF,12,38,-55,-20,Emotional scene and face processing,"FMRI studies on emotional processing often make use of visual, emotional face or scene stimuli (Sabatinelli et al., 2011). A meta-analysis on brain regions involved in the visual perception of emotional faces or scenes revealed consistent activation in the medial prefrontal cortex, bilateral inferior, middle and superior frontal gyrus, amygdala, parahippocampal gyrus, fusiform gyrus, medial prefrontal gyrus, orbitofrontal gyrus, lateral occipital cortex, thalamus, pulvinar, right middle temporal gyrus and right anterior cingulate cortex (Sabatinelli et al., 2011)."
EmoSF,13,-40,-55,-22,Emotional scene and face processing,"FMRI studies on emotional processing often make use of visual, emotional face or scene stimuli (Sabatinelli et al., 2011). A meta-analysis on brain regions involved in the visual perception of emotional faces or scenes revealed consistent activation in the medial prefrontal cortex, bilateral inferior, middle and superior frontal gyrus, amygdala, parahippocampal gyrus, fusiform gyrus, medial prefrontal gyrus, orbitofrontal gyrus, lateral occipital cortex, thalamus, pulvinar, right middle temporal gyrus and right anterior cingulate cortex (Sabatinelli et al., 2011)."
EmoSF,14,38,-76,-16,Emotional scene and face processing,"FMRI studies on emotional processing often make use of visual, emotional face or scene stimuli (Sabatinelli et al., 2011). A meta-analysis on brain regions involved in the visual perception of emotional faces or scenes revealed consistent activation in the medial prefrontal cortex, bilateral inferior, middle and superior frontal gyrus, amygdala, parahippocampal gyrus, fusiform gyrus, medial prefrontal gyrus, orbitofrontal gyrus, lateral occipital cortex, thalamus, pulvinar, right middle temporal gyrus and right anterior cingulate cortex (Sabatinelli et al., 2011)."
EmoSF,15,-40,-78,-21,Emotional scene and face processing,"FMRI studies on emotional processing often make use of visual, emotional face or scene stimuli (Sabatinelli et al., 2011). A meta-analysis on brain regions involved in the visual perception of emotional faces or scenes revealed consistent activation in the medial prefrontal cortex, bilateral inferior, middle and superior frontal gyrus, amygdala, parahippocampal gyrus, fusiform gyrus, medial prefrontal gyrus, orbitofrontal gyrus, lateral occipital cortex, thalamus, pulvinar, right middle temporal gyrus and right anterior cingulate cortex (Sabatinelli et al., 2011)."
EmoSF,16,-4,52,31,Emotional scene and face processing,"FMRI studies on emotional processing often make use of visual, emotional face or scene stimuli (Sabatinelli et al., 2011). A meta-analysis on brain regions involved in the visual perception of emotional faces or scenes revealed consistent activation in the medial prefrontal cortex, bilateral inferior, middle and superior frontal gyrus, amygdala, parahippocampal gyrus, fusiform gyrus, medial prefrontal gyrus, orbitofrontal gyrus, lateral occipital cortex, thalamus, pulvinar, right middle temporal gyrus and right anterior cingulate cortex (Sabatinelli et al., 2011)."
EmoSF,17,36,25,-3,Emotional scene and face processing,"FMRI studies on emotional processing often make use of visual, emotional face or scene stimuli (Sabatinelli et al., 2011). A meta-analysis on brain regions involved in the visual perception of emotional faces or scenes revealed consistent activation in the medial prefrontal cortex, bilateral inferior, middle and superior frontal gyrus, amygdala, parahippocampal gyrus, fusiform gyrus, medial prefrontal gyrus, orbitofrontal gyrus, lateral occipital cortex, thalamus, pulvinar, right middle temporal gyrus and right anterior cingulate cortex (Sabatinelli et al., 2011)."
EmoSF,18,-38,25,-8,Emotional scene and face processing,"FMRI studies on emotional processing often make use of visual, emotional face or scene stimuli (Sabatinelli et al., 2011). A meta-analysis on brain regions involved in the visual perception of emotional faces or scenes revealed consistent activation in the medial prefrontal cortex, bilateral inferior, middle and superior frontal gyrus, amygdala, parahippocampal gyrus, fusiform gyrus, medial prefrontal gyrus, orbitofrontal gyrus, lateral occipital cortex, thalamus, pulvinar, right middle temporal gyrus and right anterior cingulate cortex (Sabatinelli et al., 2011)."
EmoSF,19,2,19,25,Emotional scene and face processing,"FMRI studies on emotional processing often make use of visual, emotional face or scene stimuli (Sabatinelli et al., 2011). A meta-analysis on brain regions involved in the visual perception of emotional faces or scenes revealed consistent activation in the medial prefrontal cortex, bilateral inferior, middle and superior frontal gyrus, amygdala, parahippocampal gyrus, fusiform gyrus, medial prefrontal gyrus, orbitofrontal gyrus, lateral occipital cortex, thalamus, pulvinar, right middle temporal gyrus and right anterior cingulate cortex (Sabatinelli et al., 2011)."
EmoSF,20,0,-15,10,Emotional scene and face processing,"FMRI studies on emotional processing often make use of visual, emotional face or scene stimuli (Sabatinelli et al., 2011). A meta-analysis on brain regions involved in the visual perception of emotional faces or scenes revealed consistent activation in the medial prefrontal cortex, bilateral inferior, middle and superior frontal gyrus, amygdala, parahippocampal gyrus, fusiform gyrus, medial prefrontal gyrus, orbitofrontal gyrus, lateral occipital cortex, thalamus, pulvinar, right middle temporal gyrus and right anterior cingulate cortex (Sabatinelli et al., 2011)."
EmoSF,21,-2,-31,-7,Emotional scene and face processing,"FMRI studies on emotional processing often make use of visual, emotional face or scene stimuli (Sabatinelli et al., 2011). A meta-analysis on brain regions involved in the visual perception of emotional faces or scenes revealed consistent activation in the medial prefrontal cortex, bilateral inferior, middle and superior frontal gyrus, amygdala, parahippocampal gyrus, fusiform gyrus, medial prefrontal gyrus, orbitofrontal gyrus, lateral occipital cortex, thalamus, pulvinar, right middle temporal gyrus and right anterior cingulate cortex (Sabatinelli et al., 2011)."
EmoSF,22,-28,-70,-14,Emotional scene and face processing,"FMRI studies on emotional processing often make use of visual, emotional face or scene stimuli (Sabatinelli et al., 2011). A meta-analysis on brain regions involved in the visual perception of emotional faces or scenes revealed consistent activation in the medial prefrontal cortex, bilateral inferior, middle and superior frontal gyrus, amygdala, parahippocampal gyrus, fusiform gyrus, medial prefrontal gyrus, orbitofrontal gyrus, lateral occipital cortex, thalamus, pulvinar, right middle temporal gyrus and right anterior cingulate cortex (Sabatinelli et al., 2011)."
EmoSF,23,46,-68,-4,Emotional scene and face processing,"FMRI studies on emotional processing often make use of visual, emotional face or scene stimuli (Sabatinelli et al., 2011). A meta-analysis on brain regions involved in the visual perception of emotional faces or scenes revealed consistent activation in the medial prefrontal cortex, bilateral inferior, middle and superior frontal gyrus, amygdala, parahippocampal gyrus, fusiform gyrus, medial prefrontal gyrus, orbitofrontal gyrus, lateral occipital cortex, thalamus, pulvinar, right middle temporal gyrus and right anterior cingulate cortex (Sabatinelli et al., 2011)."
EmoSF,24,-48,-72,-4,Emotional scene and face processing,"FMRI studies on emotional processing often make use of visual, emotional face or scene stimuli (Sabatinelli et al., 2011). A meta-analysis on brain regions involved in the visual perception of emotional faces or scenes revealed consistent activation in the medial prefrontal cortex, bilateral inferior, middle and superior frontal gyrus, amygdala, parahippocampal gyrus, fusiform gyrus, medial prefrontal gyrus, orbitofrontal gyrus, lateral occipital cortex, thalamus, pulvinar, right middle temporal gyrus and right anterior cingulate cortex (Sabatinelli et al., 2011)."
Empathy,1,2,56,18,Empathy,"Empathy is the adoption of another’s emotional state (Singer & Lamm, 2009). Investigating its involvement in moral decision-making, a meta-analysis revealed an empathy network consisting of the bilateral dorsomedial prefrontal cortex, anterior insula, inferior frontal gyrus, supplementary motor area, cingulate cortex, temporo-parietal junction, right amygdala, right middle temporal gyrus, right posterior superior temporal sulcus, left anterior thalamus, right posterior thalamus, right hippocampus, midbrain and right pallidum (Bzdok et al., 2012)."
Empathy,2,-8,54,34,Empathy,"Empathy is the adoption of another’s emotional state (Singer & Lamm, 2009). Investigating its involvement in moral decision-making, a meta-analysis revealed an empathy network consisting of the bilateral dorsomedial prefrontal cortex, anterior insula, inferior frontal gyrus, supplementary motor area, cingulate cortex, temporo-parietal junction, right amygdala, right middle temporal gyrus, right posterior superior temporal sulcus, left anterior thalamus, right posterior thalamus, right hippocampus, midbrain and right pallidum (Bzdok et al., 2012)."
Empathy,3,36,22,-8,Empathy,"Empathy is the adoption of another’s emotional state (Singer & Lamm, 2009). Investigating its involvement in moral decision-making, a meta-analysis revealed an empathy network consisting of the bilateral dorsomedial prefrontal cortex, anterior insula, inferior frontal gyrus, supplementary motor area, cingulate cortex, temporo-parietal junction, right amygdala, right middle temporal gyrus, right posterior superior temporal sulcus, left anterior thalamus, right posterior thalamus, right hippocampus, midbrain and right pallidum (Bzdok et al., 2012)."
Empathy,4,-30,20,4,Empathy,"Empathy is the adoption of another’s emotional state (Singer & Lamm, 2009). Investigating its involvement in moral decision-making, a meta-analysis revealed an empathy network consisting of the bilateral dorsomedial prefrontal cortex, anterior insula, inferior frontal gyrus, supplementary motor area, cingulate cortex, temporo-parietal junction, right amygdala, right middle temporal gyrus, right posterior superior temporal sulcus, left anterior thalamus, right posterior thalamus, right hippocampus, midbrain and right pallidum (Bzdok et al., 2012)."
Empathy,5,50,12,-8,Empathy,"Empathy is the adoption of another’s emotional state (Singer & Lamm, 2009). Investigating its involvement in moral decision-making, a meta-analysis revealed an empathy network consisting of the bilateral dorsomedial prefrontal cortex, anterior insula, inferior frontal gyrus, supplementary motor area, cingulate cortex, temporo-parietal junction, right amygdala, right middle temporal gyrus, right posterior superior temporal sulcus, left anterior thalamus, right posterior thalamus, right hippocampus, midbrain and right pallidum (Bzdok et al., 2012)."
Empathy,6,54,16,20,Empathy,"Empathy is the adoption of another’s emotional state (Singer & Lamm, 2009). Investigating its involvement in moral decision-making, a meta-analysis revealed an empathy network consisting of the bilateral dorsomedial prefrontal cortex, anterior insula, inferior frontal gyrus, supplementary motor area, cingulate cortex, temporo-parietal junction, right amygdala, right middle temporal gyrus, right posterior superior temporal sulcus, left anterior thalamus, right posterior thalamus, right hippocampus, midbrain and right pallidum (Bzdok et al., 2012)."
Empathy,7,50,30,4,Empathy,"Empathy is the adoption of another’s emotional state (Singer & Lamm, 2009). Investigating its involvement in moral decision-making, a meta-analysis revealed an empathy network consisting of the bilateral dorsomedial prefrontal cortex, anterior insula, inferior frontal gyrus, supplementary motor area, cingulate cortex, temporo-parietal junction, right amygdala, right middle temporal gyrus, right posterior superior temporal sulcus, left anterior thalamus, right posterior thalamus, right hippocampus, midbrain and right pallidum (Bzdok et al., 2012)."
Empathy,8,-44,24,-6,Empathy,"Empathy is the adoption of another’s emotional state (Singer & Lamm, 2009). Investigating its involvement in moral decision-making, a meta-analysis revealed an empathy network consisting of the bilateral dorsomedial prefrontal cortex, anterior insula, inferior frontal gyrus, supplementary motor area, cingulate cortex, temporo-parietal junction, right amygdala, right middle temporal gyrus, right posterior superior temporal sulcus, left anterior thalamus, right posterior thalamus, right hippocampus, midbrain and right pallidum (Bzdok et al., 2012)."
Empathy,9,-4,18,50,Empathy,"Empathy is the adoption of another’s emotional state (Singer & Lamm, 2009). Investigating its involvement in moral decision-making, a meta-analysis revealed an empathy network consisting of the bilateral dorsomedial prefrontal cortex, anterior insula, inferior frontal gyrus, supplementary motor area, cingulate cortex, temporo-parietal junction, right amygdala, right middle temporal gyrus, right posterior superior temporal sulcus, left anterior thalamus, right posterior thalamus, right hippocampus, midbrain and right pallidum (Bzdok et al., 2012)."
Empathy,10,-2,28,20,Empathy,"Empathy is the adoption of another’s emotional state (Singer & Lamm, 2009). Investigating its involvement in moral decision-making, a meta-analysis revealed an empathy network consisting of the bilateral dorsomedial prefrontal cortex, anterior insula, inferior frontal gyrus, supplementary motor area, cingulate cortex, temporo-parietal junction, right amygdala, right middle temporal gyrus, right posterior superior temporal sulcus, left anterior thalamus, right posterior thalamus, right hippocampus, midbrain and right pallidum (Bzdok et al., 2012)."
Empathy,11,-4,42,18,Empathy,"Empathy is the adoption of another’s emotional state (Singer & Lamm, 2009). Investigating its involvement in moral decision-making, a meta-analysis revealed an empathy network consisting of the bilateral dorsomedial prefrontal cortex, anterior insula, inferior frontal gyrus, supplementary motor area, cingulate cortex, temporo-parietal junction, right amygdala, right middle temporal gyrus, right posterior superior temporal sulcus, left anterior thalamus, right posterior thalamus, right hippocampus, midbrain and right pallidum (Bzdok et al., 2012)."
Empathy,12,-2,-32,28,Empathy,"Empathy is the adoption of another’s emotional state (Singer & Lamm, 2009). Investigating its involvement in moral decision-making, a meta-analysis revealed an empathy network consisting of the bilateral dorsomedial prefrontal cortex, anterior insula, inferior frontal gyrus, supplementary motor area, cingulate cortex, temporo-parietal junction, right amygdala, right middle temporal gyrus, right posterior superior temporal sulcus, left anterior thalamus, right posterior thalamus, right hippocampus, midbrain and right pallidum (Bzdok et al., 2012)."
Empathy,13,52,-58,22,Empathy,"Empathy is the adoption of another’s emotional state (Singer & Lamm, 2009). Investigating its involvement in moral decision-making, a meta-analysis revealed an empathy network consisting of the bilateral dorsomedial prefrontal cortex, anterior insula, inferior frontal gyrus, supplementary motor area, cingulate cortex, temporo-parietal junction, right amygdala, right middle temporal gyrus, right posterior superior temporal sulcus, left anterior thalamus, right posterior thalamus, right hippocampus, midbrain and right pallidum (Bzdok et al., 2012)."
Empathy,14,-56,-58,22,Empathy,"Empathy is the adoption of another’s emotional state (Singer & Lamm, 2009). Investigating its involvement in moral decision-making, a meta-analysis revealed an empathy network consisting of the bilateral dorsomedial prefrontal cortex, anterior insula, inferior frontal gyrus, supplementary motor area, cingulate cortex, temporo-parietal junction, right amygdala, right middle temporal gyrus, right posterior superior temporal sulcus, left anterior thalamus, right posterior thalamus, right hippocampus, midbrain and right pallidum (Bzdok et al., 2012)."
Empathy,15,22,-2,-16,Empathy,"Empathy is the adoption of another’s emotional state (Singer & Lamm, 2009). Investigating its involvement in moral decision-making, a meta-analysis revealed an empathy network consisting of the bilateral dorsomedial prefrontal cortex, anterior insula, inferior frontal gyrus, supplementary motor area, cingulate cortex, temporo-parietal junction, right amygdala, right middle temporal gyrus, right posterior superior temporal sulcus, left anterior thalamus, right posterior thalamus, right hippocampus, midbrain and right pallidum (Bzdok et al., 2012)."
Empathy,16,54,-8,-16,Empathy,"Empathy is the adoption of another’s emotional state (Singer & Lamm, 2009). Investigating its involvement in moral decision-making, a meta-analysis revealed an empathy network consisting of the bilateral dorsomedial prefrontal cortex, anterior insula, inferior frontal gyrus, supplementary motor area, cingulate cortex, temporo-parietal junction, right amygdala, right middle temporal gyrus, right posterior superior temporal sulcus, left anterior thalamus, right posterior thalamus, right hippocampus, midbrain and right pallidum (Bzdok et al., 2012)."
Empathy,17,52,-36,2,Empathy,"Empathy is the adoption of another’s emotional state (Singer & Lamm, 2009). Investigating its involvement in moral decision-making, a meta-analysis revealed an empathy network consisting of the bilateral dorsomedial prefrontal cortex, anterior insula, inferior frontal gyrus, supplementary motor area, cingulate cortex, temporo-parietal junction, right amygdala, right middle temporal gyrus, right posterior superior temporal sulcus, left anterior thalamus, right posterior thalamus, right hippocampus, midbrain and right pallidum (Bzdok et al., 2012)."
Empathy,18,-12,-4,12,Empathy,"Empathy is the adoption of another’s emotional state (Singer & Lamm, 2009). Investigating its involvement in moral decision-making, a meta-analysis revealed an empathy network consisting of the bilateral dorsomedial prefrontal cortex, anterior insula, inferior frontal gyrus, supplementary motor area, cingulate cortex, temporo-parietal junction, right amygdala, right middle temporal gyrus, right posterior superior temporal sulcus, left anterior thalamus, right posterior thalamus, right hippocampus, midbrain and right pallidum (Bzdok et al., 2012)."
Empathy,19,6,-32,2,Empathy,"Empathy is the adoption of another’s emotional state (Singer & Lamm, 2009). Investigating its involvement in moral decision-making, a meta-analysis revealed an empathy network consisting of the bilateral dorsomedial prefrontal cortex, anterior insula, inferior frontal gyrus, supplementary motor area, cingulate cortex, temporo-parietal junction, right amygdala, right middle temporal gyrus, right posterior superior temporal sulcus, left anterior thalamus, right posterior thalamus, right hippocampus, midbrain and right pallidum (Bzdok et al., 2012)."
Empathy,20,26,-26,-12,Empathy,"Empathy is the adoption of another’s emotional state (Singer & Lamm, 2009). Investigating its involvement in moral decision-making, a meta-analysis revealed an empathy network consisting of the bilateral dorsomedial prefrontal cortex, anterior insula, inferior frontal gyrus, supplementary motor area, cingulate cortex, temporo-parietal junction, right amygdala, right middle temporal gyrus, right posterior superior temporal sulcus, left anterior thalamus, right posterior thalamus, right hippocampus, midbrain and right pallidum (Bzdok et al., 2012)."
Empathy,21,2,-20,-12,Empathy,"Empathy is the adoption of another’s emotional state (Singer & Lamm, 2009). Investigating its involvement in moral decision-making, a meta-analysis revealed an empathy network consisting of the bilateral dorsomedial prefrontal cortex, anterior insula, inferior frontal gyrus, supplementary motor area, cingulate cortex, temporo-parietal junction, right amygdala, right middle temporal gyrus, right posterior superior temporal sulcus, left anterior thalamus, right posterior thalamus, right hippocampus, midbrain and right pallidum (Bzdok et al., 2012)."
Empathy,22,14,4,0,Empathy,"Empathy is the adoption of another’s emotional state (Singer & Lamm, 2009). Investigating its involvement in moral decision-making, a meta-analysis revealed an empathy network consisting of the bilateral dorsomedial prefrontal cortex, anterior insula, inferior frontal gyrus, supplementary motor area, cingulate cortex, temporo-parietal junction, right amygdala, right middle temporal gyrus, right posterior superior temporal sulcus, left anterior thalamus, right posterior thalamus, right hippocampus, midbrain and right pallidum (Bzdok et al., 2012)."
ER,1,48,24,9,Emotion regulation,"Cognitive reappraisal, which refers to changing one’s interpretation of affective stimuli, is an important strategy of emotion regulation (Buhle et al., 2014). A meta-analysis identified the following brain regions as consistently involved in the support or moderation of cognitive reappraisal: the bilateral inferior frontal gyrus, middle frontal gyrus, superior parietal lobe, amygdala, right medial frontal gyrus, left anterior cingulate gyrus, left anterior insula, left superior temporal gyrus and left middle temporal gyrus (Buhle et al., 2014)."
ER,2,42,21,45,Emotion regulation,"Cognitive reappraisal, which refers to changing one’s interpretation of affective stimuli, is an important strategy of emotion regulation (Buhle et al., 2014). A meta-analysis identified the following brain regions as consistently involved in the support or moderation of cognitive reappraisal: the bilateral inferior frontal gyrus, middle frontal gyrus, superior parietal lobe, amygdala, right medial frontal gyrus, left anterior cingulate gyrus, left anterior insula, left superior temporal gyrus and left middle temporal gyrus (Buhle et al., 2014)."
ER,3,9,30,39,Emotion regulation,"Cognitive reappraisal, which refers to changing one’s interpretation of affective stimuli, is an important strategy of emotion regulation (Buhle et al., 2014). A meta-analysis identified the following brain regions as consistently involved in the support or moderation of cognitive reappraisal: the bilateral inferior frontal gyrus, middle frontal gyrus, superior parietal lobe, amygdala, right medial frontal gyrus, left anterior cingulate gyrus, left anterior insula, left superior temporal gyrus and left middle temporal gyrus (Buhle et al., 2014)."
ER,4,0,-9,63,Emotion regulation,"Cognitive reappraisal, which refers to changing one’s interpretation of affective stimuli, is an important strategy of emotion regulation (Buhle et al., 2014). A meta-analysis identified the following brain regions as consistently involved in the support or moderation of cognitive reappraisal: the bilateral inferior frontal gyrus, middle frontal gyrus, superior parietal lobe, amygdala, right medial frontal gyrus, left anterior cingulate gyrus, left anterior insula, left superior temporal gyrus and left middle temporal gyrus (Buhle et al., 2014)."
ER,5,-3,24,30,Emotion regulation,"Cognitive reappraisal, which refers to changing one’s interpretation of affective stimuli, is an important strategy of emotion regulation (Buhle et al., 2014). A meta-analysis identified the following brain regions as consistently involved in the support or moderation of cognitive reappraisal: the bilateral inferior frontal gyrus, middle frontal gyrus, superior parietal lobe, amygdala, right medial frontal gyrus, left anterior cingulate gyrus, left anterior insula, left superior temporal gyrus and left middle temporal gyrus (Buhle et al., 2014)."
ER,6,-33,3,54,Emotion regulation,"Cognitive reappraisal, which refers to changing one’s interpretation of affective stimuli, is an important strategy of emotion regulation (Buhle et al., 2014). A meta-analysis identified the following brain regions as consistently involved in the support or moderation of cognitive reappraisal: the bilateral inferior frontal gyrus, middle frontal gyrus, superior parietal lobe, amygdala, right medial frontal gyrus, left anterior cingulate gyrus, left anterior insula, left superior temporal gyrus and left middle temporal gyrus (Buhle et al., 2014)."
ER,7,-36,21,-3,Emotion regulation,"Cognitive reappraisal, which refers to changing one’s interpretation of affective stimuli, is an important strategy of emotion regulation (Buhle et al., 2014). A meta-analysis identified the following brain regions as consistently involved in the support or moderation of cognitive reappraisal: the bilateral inferior frontal gyrus, middle frontal gyrus, superior parietal lobe, amygdala, right medial frontal gyrus, left anterior cingulate gyrus, left anterior insula, left superior temporal gyrus and left middle temporal gyrus (Buhle et al., 2014)."
ER,8,-42,45,-6,Emotion regulation,"Cognitive reappraisal, which refers to changing one’s interpretation of affective stimuli, is an important strategy of emotion regulation (Buhle et al., 2014). A meta-analysis identified the following brain regions as consistently involved in the support or moderation of cognitive reappraisal: the bilateral inferior frontal gyrus, middle frontal gyrus, superior parietal lobe, amygdala, right medial frontal gyrus, left anterior cingulate gyrus, left anterior insula, left superior temporal gyrus and left middle temporal gyrus (Buhle et al., 2014)."
ER,9,63,-51,39,Emotion regulation,"Cognitive reappraisal, which refers to changing one’s interpretation of affective stimuli, is an important strategy of emotion regulation (Buhle et al., 2014). A meta-analysis identified the following brain regions as consistently involved in the support or moderation of cognitive reappraisal: the bilateral inferior frontal gyrus, middle frontal gyrus, superior parietal lobe, amygdala, right medial frontal gyrus, left anterior cingulate gyrus, left anterior insula, left superior temporal gyrus and left middle temporal gyrus (Buhle et al., 2014)."
ER,10,-42,-66,42,Emotion regulation,"Cognitive reappraisal, which refers to changing one’s interpretation of affective stimuli, is an important strategy of emotion regulation (Buhle et al., 2014). A meta-analysis identified the following brain regions as consistently involved in the support or moderation of cognitive reappraisal: the bilateral inferior frontal gyrus, middle frontal gyrus, superior parietal lobe, amygdala, right medial frontal gyrus, left anterior cingulate gyrus, left anterior insula, left superior temporal gyrus and left middle temporal gyrus (Buhle et al., 2014)."
ER,11,-63,-51,-21,Emotion regulation,"Cognitive reappraisal, which refers to changing one’s interpretation of affective stimuli, is an important strategy of emotion regulation (Buhle et al., 2014). A meta-analysis identified the following brain regions as consistently involved in the support or moderation of cognitive reappraisal: the bilateral inferior frontal gyrus, middle frontal gyrus, superior parietal lobe, amygdala, right medial frontal gyrus, left anterior cingulate gyrus, left anterior insula, left superior temporal gyrus and left middle temporal gyrus (Buhle et al., 2014)."
ER,12,-51,-39,3,Emotion regulation,"Cognitive reappraisal, which refers to changing one’s interpretation of affective stimuli, is an important strategy of emotion regulation (Buhle et al., 2014). A meta-analysis identified the following brain regions as consistently involved in the support or moderation of cognitive reappraisal: the bilateral inferior frontal gyrus, middle frontal gyrus, superior parietal lobe, amygdala, right medial frontal gyrus, left anterior cingulate gyrus, left anterior insula, left superior temporal gyrus and left middle temporal gyrus (Buhle et al., 2014)."
ER,13,30,-3,-15,Emotion regulation,"Cognitive reappraisal, which refers to changing one’s interpretation of affective stimuli, is an important strategy of emotion regulation (Buhle et al., 2014). A meta-analysis identified the following brain regions as consistently involved in the support or moderation of cognitive reappraisal: the bilateral inferior frontal gyrus, middle frontal gyrus, superior parietal lobe, amygdala, right medial frontal gyrus, left anterior cingulate gyrus, left anterior insula, left superior temporal gyrus and left middle temporal gyrus (Buhle et al., 2014)."
ER,14,-18,-3,-15,Emotion regulation,"Cognitive reappraisal, which refers to changing one’s interpretation of affective stimuli, is an important strategy of emotion regulation (Buhle et al., 2014). A meta-analysis identified the following brain regions as consistently involved in the support or moderation of cognitive reappraisal: the bilateral inferior frontal gyrus, middle frontal gyrus, superior parietal lobe, amygdala, right medial frontal gyrus, left anterior cingulate gyrus, left anterior insula, left superior temporal gyrus and left middle temporal gyrus (Buhle et al., 2014)."
eSAD,1,0,38,10,Extended socio-affective default network,"The default mode network (Gusnard and Raichle, 2001 -> check REF) is closely linked to socio-affective processing (Schilbach et al., 2012 -> check REF). Therefore, Amft et al. (2015) performed a conjunction analysis on regions involved both in the DMN and social or affective tasks, resulting in the eSAD. This network consists of the anterior cingulate cortex, bilateral amygdala and hippocampus, temporo-parietal junction, ventral basal ganglia, precuneus, subgenual cingulate cortex, ventromedial and dorsomedial prefrontal cortex and left middle temporal gyrus and sulcus (Amft et al., 2015)."
eSAD,2,-24,-10,-20,Extended socio-affective default network,"The default mode network (Gusnard and Raichle, 2001 -> check REF) is closely linked to socio-affective processing (Schilbach et al., 2012 -> check REF). Therefore, Amft et al. (2015) performed a conjunction analysis on regions involved both in the DMN and social or affective tasks, resulting in the eSAD. This network consists of the anterior cingulate cortex, bilateral amygdala and hippocampus, temporo-parietal junction, ventral basal ganglia, precuneus, subgenual cingulate cortex, ventromedial and dorsomedial prefrontal cortex and left middle temporal gyrus and sulcus (Amft et al., 2015)."
eSAD,3,24,-8,-22,Extended socio-affective default network,"The default mode network (Gusnard and Raichle, 2001 -> check REF) is closely linked to socio-affective processing (Schilbach et al., 2012 -> check REF). Therefore, Amft et al. (2015) performed a conjunction analysis on regions involved both in the DMN and social or affective tasks, resulting in the eSAD. This network consists of the anterior cingulate cortex, bilateral amygdala and hippocampus, temporo-parietal junction, ventral basal ganglia, precuneus, subgenual cingulate cortex, ventromedial and dorsomedial prefrontal cortex and left middle temporal gyrus and sulcus (Amft et al., 2015)."
eSAD,4,-2,-52,26,Extended socio-affective default network,"The default mode network (Gusnard and Raichle, 2001 -> check REF) is closely linked to socio-affective processing (Schilbach et al., 2012 -> check REF). Therefore, Amft et al. (2015) performed a conjunction analysis on regions involved both in the DMN and social or affective tasks, resulting in the eSAD. This network consists of the anterior cingulate cortex, bilateral amygdala and hippocampus, temporo-parietal junction, ventral basal ganglia, precuneus, subgenual cingulate cortex, ventromedial and dorsomedial prefrontal cortex and left middle temporal gyrus and sulcus (Amft et al., 2015)."
eSAD,5,-2,32,-8,Extended socio-affective default network,"The default mode network (Gusnard and Raichle, 2001 -> check REF) is closely linked to socio-affective processing (Schilbach et al., 2012 -> check REF). Therefore, Amft et al. (2015) performed a conjunction analysis on regions involved both in the DMN and social or affective tasks, resulting in the eSAD. This network consists of the anterior cingulate cortex, bilateral amygdala and hippocampus, temporo-parietal junction, ventral basal ganglia, precuneus, subgenual cingulate cortex, ventromedial and dorsomedial prefrontal cortex and left middle temporal gyrus and sulcus (Amft et al., 2015)."
eSAD,6,-46,-66,18,Extended socio-affective default network,"The default mode network (Gusnard and Raichle, 2001 -> check REF) is closely linked to socio-affective processing (Schilbach et al., 2012 -> check REF). Therefore, Amft et al. (2015) performed a conjunction analysis on regions involved both in the DMN and social or affective tasks, resulting in the eSAD. This network consists of the anterior cingulate cortex, bilateral amygdala and hippocampus, temporo-parietal junction, ventral basal ganglia, precuneus, subgenual cingulate cortex, ventromedial and dorsomedial prefrontal cortex and left middle temporal gyrus and sulcus (Amft et al., 2015)."
eSAD,7,50,-60,18,Extended socio-affective default network,"The default mode network (Gusnard and Raichle, 2001 -> check REF) is closely linked to socio-affective processing (Schilbach et al., 2012 -> check REF). Therefore, Amft et al. (2015) performed a conjunction analysis on regions involved both in the DMN and social or affective tasks, resulting in the eSAD. This network consists of the anterior cingulate cortex, bilateral amygdala and hippocampus, temporo-parietal junction, ventral basal ganglia, precuneus, subgenual cingulate cortex, ventromedial and dorsomedial prefrontal cortex and left middle temporal gyrus and sulcus (Amft et al., 2015)."
